timestamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,gravity_x,gravity_y,gravity_z
1703342731692,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342731791,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342731887,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342731985,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732083,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732181,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732278,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732376,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732473,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732571,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732669,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732766,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732864,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342732962,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733059,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733157,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733254,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733352,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733449,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733547,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733645,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733742,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733840,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342733938,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734035,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734133,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734231,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734328,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734425,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734524,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734621,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734719,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734816,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342734914,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735012,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735110,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735207,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735305,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735402,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735500,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735598,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735695,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735793,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735891,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342735988,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736086,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736183,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736281,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736378,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736476,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736672,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736672,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736769,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736866,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342736964,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342737062,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342737159,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342737257,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
1703342737452,0.01954767294228077,0.12003492563962936,0.02611446939408779,-0.07728230953216553,-0.10974550247192383,-0.0798807144165039,0.9739925861358643,7.726398944854736,5.96024227142334
